module_key,module_index,level,descriptor_rva,descriptor_runtime,object_name,callback_count,callback_rvas,callback_runtime_addresses,pvar_schema
LEVEL_09,9,Inside Clank,0x002C1E10,0x093FBB10,TripleWaveBeacon,3,0x00172320; 0x001724D0; 0x00172504,0x092AC020; 0x092AC1D0; 0x092AC204,
LEVEL_09,9,Inside Clank,0x002C1EBC,0x093FBBBC,vendor,3,0x001727AC; 0x00172974; 0x001729D8,0x092AC4AC; 0x092AC674; 0x092AC6D8,u32 lastAnimPlayed; u32 vendorType; Toggle bSellsWeapons; u8 pad[ 7 ];
LEVEL_09,9,Inside Clank,0x002C20C8,0x093FBDC8,Wrench,3,0x00172D54; 0x00172E28; 0x00173264,0x092ACA54; 0x092ACB28; 0x092ACF64,
LEVEL_09,9,Inside Clank,0x002C21F0,0x093FBEF0,ZipLineController,3,0x00176090; 0x00176300; 0x00176334,0x092AFD90; 0x092B0000; 0x092B0034,VEC4 lineVec; VEC4 dir; CurveLink path; f32 dist; f32 azimuth; f32 camDist; f32 camHeight; f32 camOfsY;
LEVEL_10,10,Quadrona,0x002D4250,0x0940DF50,Acidbomb,3,0x00104D50; 0x00104D60; 0x001056C8,0x0923EA50; 0x0923EA60; 0x0923F3C8,
LEVEL_10,10,Quadrona,0x002D42D8,0x0940DFD8,AcidbombEpoxy,3,0x00106B0C; 0x00106B14; 0x00106B9C,0x0924080C; 0x09240814; 0x0924089C,
LEVEL_10,10,Quadrona,0x002D4338,0x0940E038,AcidGloveHUD,3,0x001070A4; 0x001070AC; 0x001070B4,0x09240DA4; 0x09240DAC; 0x09240DB4,
LEVEL_10,10,Quadrona,0x002D4398,0x0940E098,AgentController,3,0x001070BC; 0x001071AC; 0x00107364,0x09240DBC; 0x09240EAC; 0x09241064,
LEVEL_10,10,Quadrona,0x002D46EC,0x0940E3EC,AgentOfDoom,4,0x00107A7C; 0x00107B58; 0x00107C18; 0x00107F38,0x0924177C; 0x09241858; 0x09241918; 0x09241C38,
LEVEL_10,10,Quadrona,0x002D47CC,0x0940E4CC,AgentOfDoomShrapnel,3,0x0010C650; 0x0010C658; 0x0010C660,0x09246350; 0x09246358; 0x09246360,
LEVEL_10,10,Quadrona,0x002D4908,0x0940E608,AgentsBomb,3,0x0010C960; 0x0010C968; 0x0010C970,0x09246660; 0x09246668; 0x09246670,
LEVEL_10,10,Quadrona,0x002D49A0,0x0940E6A0,AgentsGlove,3,0x0010DEFC; 0x0010DF88; 0x0010DFB4,0x09247BFC; 0x09247C88; 0x09247CB4,
LEVEL_10,10,Quadrona,0x002D4A4C,0x0940E74C,AgentsGrenade,3,0x0010E484; 0x0010E574; 0x0010EA28,0x09248184; 0x09248274; 0x09248728,
LEVEL_10,10,Quadrona,0x002D4AF4,0x0940E7F4,AgentsLaser,3,0x0010EFA4; 0x0010F2AC; 0x0010F360,0x09248CA4; 0x09248FAC; 0x09249060,
LEVEL_10,10,Quadrona,0x002D4BE8,0x0940E8E8,AgentsRocket,3,0x0010FD6C; 0x0010FE30; 0x0010FEB0,0x09249A6C; 0x09249B30; 0x09249BB0,
LEVEL_10,10,Quadrona,0x002D4CDC,0x0940E9DC,AreaCam,3,0x00110798; 0x00110844; 0x0011084C,0x0924A498; 0x0924A544; 0x0924A54C,TriggerLink camArea; f32 elevation; f32 distance; f32 height; f32 lookHeight; u32 pad[3];
LEVEL_10,10,Quadrona,0x002D4D50,0x0940EA50,ArmorHelmet,3,0x001109CC; 0x001109D4; 0x001109DC,0x0924A6CC; 0x0924A6D4; 0x0924A6DC,
LEVEL_10,10,Quadrona,0x002D4DB0,0x0940EAB0,ArmorLeftFoot,3,0x001109E4; 0x001109EC; 0x001109F4,0x0924A6E4; 0x0924A6EC; 0x0924A6F4,
LEVEL_10,10,Quadrona,0x002D4E20,0x0940EB20,ArmorLeftHand,3,0x001109FC; 0x00110A04; 0x00110A0C,0x0924A6FC; 0x0924A704; 0x0924A70C,u32 pad[ 4 ];
LEVEL_10,10,Quadrona,0x002D4E80,0x0940EB80,ArmorRightFoot,3,0x00110A14; 0x00110A1C; 0x00110A24,0x0924A714; 0x0924A71C; 0x0924A724,
LEVEL_10,10,Quadrona,0x002D4EF0,0x0940EBF0,ArmorRightHand,3,0x00110A2C; 0x00110A34; 0x00110A3C,0x0924A72C; 0x0924A734; 0x0924A73C,u32 pad[ 4 ];
LEVEL_10,10,Quadrona,0x002D4F50,0x0940EC50,ArmorTorso,3,0x00110A44; 0x00110A4C; 0x00110A54,0x0924A744; 0x0924A74C; 0x0924A754,
LEVEL_10,10,Quadrona,0x002D5034,0x0940ED34,BeeMine,4,0x001110F4; 0x00111104; 0x001114E4; 0x001111DC,0x0924ADF4; 0x0924AE04; 0x0924B1E4; 0x0924AEDC,
LEVEL_10,10,Quadrona,0x002D5100,0x0940EE00,BeeMineGlove,3,0x00112EC0; 0x00113048; 0x00113074,0x0924CBC0; 0x0924CD48; 0x0924CD74,
LEVEL_10,10,Quadrona,0x002D5160,0x0940EE60,BeeMineGloveHUD,3,0x00113694; 0x0011369C; 0x001136A4,0x0924D394; 0x0924D39C; 0x0924D3A4,
LEVEL_10,10,Quadrona,0x002D522C,0x0940EF2C,BeeMineShrapnel,3,0x001139DC; 0x001139E4; 0x001139EC,0x0924D6DC; 0x0924D6E4; 0x0924D6EC,
LEVEL_10,10,Quadrona,0x002D531C,0x0940F01C,Blaster,3,0x00113A64; 0x00113BC0; 0x001140E4,0x0924D764; 0x0924D8C0; 0x0924DDE4,
LEVEL_10,10,Quadrona,0x002D5388,0x0940F088,BlasterAkimbo,3,0x001150C4; 0x00115148; 0x00115178,0x0924EDC4; 0x0924EE48; 0x0924EE78,
LEVEL_10,10,Quadrona,0x002D53F4,0x0940F0F4,BlasterClone,3,0x001151C8; 0x001151F0; 0x001151F8,0x0924EEC8; 0x0924EEF0; 0x0924EEF8,
LEVEL_10,10,Quadrona,0x002D5518,0x0940F218,BlasterCloneShot,3,0x0011577C; 0x00115784; 0x0011590C,0x0924F47C; 0x0924F484; 0x0924F60C,
LEVEL_10,10,Quadrona,0x002D5594,0x0940F294,BlasterShot,3,0x00116690; 0x001166B8; 0x00116A5C,0x09250390; 0x092503B8; 0x0925075C,
LEVEL_10,10,Quadrona,0x002D59F4,0x0940F6F4,BlitzGun,3,0x00118928; 0x00118A84; 0x00118EDC,0x09252628; 0x09252784; 0x09252BDC,
LEVEL_10,10,Quadrona,0x002D5B84,0x0940F884,BlitzGunShot,3,0x0011A970; 0x0011A978; 0x0011AB14,0x09254670; 0x09254678; 0x09254814,
LEVEL_10,10,Quadrona,0x002D5BE8,0x0940F8E8,Bolt,2,0x0011B624; 0x0011B62C,0x09255324; 0x0925532C,
LEVEL_10,10,Quadrona,0x002D5EDC,0x0940FBDC,BoltController,3,0x0011EBAC; 0x0011EDE0; 0x0011EE04,0x092588AC; 0x09258AE0; 0x09258B04,u32 boltAmnt; u32 boltAmountReplay; u32 pad[ 2 ];
LEVEL_10,10,Quadrona,0x002D5F58,0x0940FC58,BoltGrabber,3,0x0011F1EC; 0x0011F1F4; 0x0011F1FC,0x09258EEC; 0x09258EF4; 0x09258EFC,
LEVEL_10,10,Quadrona,0x002D601C,0x0940FD1C,Bombglove,3,0x0011F204; 0x0011F2DC; 0x0011F78C,0x09258F04; 0x09258FDC; 0x0925948C,
LEVEL_10,10,Quadrona,0x002D6080,0x0940FD80,BoxBreaker,3,0x0011FCFC; 0x0011FD04; 0x0011FD0C,0x092599FC; 0x09259A04; 0x09259A0C,
LEVEL_10,10,Quadrona,0x002D60E0,0x0940FDE0,BoxBreakerHelp,3,0x0011FD98; 0x0011FDA0; 0x0011FDA8,0x09259A98; 0x09259AA0; 0x09259AA8,
LEVEL_10,10,Quadrona,0x002D62F8,0x0940FFF8,BustyNurse,4,0x0011FDF4; 0x00120160; 0x001207BC; 0x00120200,0x09259AF4; 0x09259E60; 0x0925A4BC; 0x09259F00,Navigate nav; MobyLink controller; TriggerLink detect; VEC2 panicPos; Toggle panicker; Toggle wanderer; u8 controllerId; u8 runLeft; Launch launch; f32 health;
LEVEL_10,10,Quadrona,0x002D645C,0x0941015C,ChameleonDecoy,4,0x001218A4; 0x001218AC; 0x001218C4; 0x0012194C,0x0925B5A4; 0x0925B5AC; 0x0925B5C4; 0x0925B64C,
LEVEL_10,10,Quadrona,0x002D64D0,0x094101D0,ClankForShipAnim,3,0x00121A00; 0x00121A08; 0x00121A10,0x0925B700; 0x0925B708; 0x0925B710,u32 pad[ 4 ];
LEVEL_10,10,Quadrona,0x002D6530,0x09410230,ClankPack,3,0x00121A18; 0x00121A48; 0x00121A50,0x0925B718; 0x0925B748; 0x0925B750,
LEVEL_10,10,Quadrona,0x002D65BC,0x094102BC,ContinuePoint,3,0x00121A74; 0x00121A98; 0x00121AA0,0x0925B774; 0x0925B798; 0x0925B7A0,TriggerLink activateTrigger; u8 index;
LEVEL_10,10,Quadrona,0x002D6668,0x09410368,ConveyorBelt,3,0x00121BB8; 0x00121D48; 0x00121D50,0x0925B8B8; 0x0925BA48; 0x0925BA50,CurveLink conveyorCurve; f32 speed; f32 width; u32 soundSig;
LEVEL_10,10,Quadrona,0x002D6704,0x09410404,CowBell,3,0x0012235C; 0x00122364; 0x0012236C,0x0925C05C; 0x0925C064; 0x0925C06C,
LEVEL_10,10,Quadrona,0x002D67B4,0x094104B4,Crate,4,0x001224A4; 0x001224AC; 0x00122594; 0x001224B4,0x0925C1A4; 0x0925C1AC; 0x0925C294; 0x0925C1B4,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen;
LEVEL_10,10,Quadrona,0x002D68F4,0x094105F4,CrateAmmo,4,0x00122674; 0x0012269C; 0x001226A4; 0x001226AC,0x0925C374; 0x0925C39C; 0x0925C3A4; 0x0925C3AC,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_10,10,Quadrona,0x002D6A28,0x09410728,CrateAmmoSpawned,4,0x00122D70; 0x00122D90; 0x00122DAC; 0x001230A8,0x0925CA70; 0x0925CA90; 0x0925CAAC; 0x0925CDA8,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Toggle major; Toggle minor; u8 noAmmoType1; u8 noAmmoType2; u8 onlyAmmoType; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[8];
LEVEL_10,10,Quadrona,0x002D6A88,0x09410788,CrateChunk,2,0x001230E8; 0x001230F0,0x0925CDE8; 0x0925CDF0,
LEVEL_10,10,Quadrona,0x002D6C88,0x09410988,CrateChunkController,2,0x0012374C; 0x00123754,0x0925D44C; 0x0925D454,
LEVEL_10,10,Quadrona,0x002D6DA0,0x09410AA0,CrateHealth,2,0x00123984; 0x00123A20,0x0925D684; 0x0925D720,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_10,10,Quadrona,0x002D7398,0x09411098,CrateHealthSpawned,4,0x0012433C; 0x001243D0; 0x0012442C; 0x001243EC,0x0925E03C; 0x0925E0D0; 0x0925E12C; 0x0925E0EC,Moby *pCrateBelow; f32 velocityY; f32 fallDistance; f32 distFallen; Moby *pPowerup; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[9];
LEVEL_10,10,Quadrona,0x002D7484,0x09411184,CrateTeleporter,3,0x001247F4; 0x0012485C; 0x00124910,0x0925E4F4; 0x0925E55C; 0x0925E610,u32 type; f32 delay; f32 antiCampRadius; u32 updateDist;
LEVEL_10,10,Quadrona,0x002D7584,0x09411284,CrossbowGun,3,0x00124DE0; 0x00124ECC; 0x001250AC,0x0925EAE0; 0x0925EBCC; 0x0925EDAC,
LEVEL_10,10,Quadrona,0x002D7764,0x09411464,CrossbowShot,3,0x001256FC; 0x00125704; 0x00126C44,0x0925F3FC; 0x0925F404; 0x09260944,
LEVEL_10,10,Quadrona,0x002D7880,0x09411580,CrystalGroundShard,3,0x00127B38; 0x00127D7C; 0x00127FC0,0x09261838; 0x09261A7C; 0x09261CC0,
LEVEL_10,10,Quadrona,0x002D7940,0x09411640,DeathTrigger,3,0x001286E0; 0x00128740; 0x00128748,0x092623E0; 0x09262440; 0x09262448,MobyLink killAreas; MobyLink ignoreAreas; Toggle killHeroInTriggers; f32 minYHeight; u8 pad[3];
LEVEL_10,10,Quadrona,0x002D79D0,0x094116D0,DoorButton,3,0x001288BC; 0x00128AB8; 0x00128AEC,0x092625BC; 0x092627B8; 0x092627EC,MobyLink door; u32 pad[ 3 ];
LEVEL_10,10,Quadrona,0x002D7A40,0x09411740,DualBlasterHUD,3,0x00128DE8; 0x00128DF0; 0x00128DF8,0x09262AE8; 0x09262AF0; 0x09262AF8,
LEVEL_10,10,Quadrona,0x002D7ADC,0x094117DC,electricXplo,3,0x00129898; 0x001295EC; 0x001295F4,0x09263598; 0x092632EC; 0x092632F4,f32 lengths[24]; VEC3 normals[18]; f32 timer; s32 scroll;
LEVEL_10,10,Quadrona,0x002D7CB0,0x094119B0,ElectroBall,3,0x0012B180; 0x0012B1F0; 0x0012B234,0x09264E80; 0x09264EF0; 0x09264F34,
LEVEL_10,10,Quadrona,0x002D7DBC,0x09411ABC,ElectroshockWave,3,0x0012BE78; 0x0012BE80; 0x0012C958,0x09265B78; 0x09265B80; 0x09266658,
LEVEL_10,10,Quadrona,0x002D7FAC,0x09411CAC,EliteCloneMuscle,4,0x0012CCE8; 0x0012CE04; 0x0012CEFC; 0x0012CF28,0x092669E8; 0x09266B04; 0x09266BFC; 0x09266C28,Navigate navigate; TriggerLink detectArea; MobyLink enemyCont; int prototype; u32 pad[ 2 ];
LEVEL_10,10,Quadrona,0x002D8030,0x09411D30,EliteCloneMuscleGun,3,0x0012E63C; 0x0012E644; 0x0012E64C,0x0926833C; 0x09268344; 0x0926834C,
LEVEL_10,10,Quadrona,0x002D81F4,0x09411EF4,EliteCloneSpeedy,4,0x0012E6E8; 0x0012E7F4; 0x0012E8F4; 0x0012E920,0x092683E8; 0x092684F4; 0x092685F4; 0x09268620,Navigate navigate; TriggerLink detectArea; MobyLink enemyCont; int prototype; u32 pad[ 2 ];
LEVEL_10,10,Quadrona,0x002D8278,0x09411F78,EliteCloneSpeedyGun,3,0x00131BE8; 0x00131BF0; 0x00131BF8,0x0926B8E8; 0x0926B8F0; 0x0926B8F8,
LEVEL_10,10,Quadrona,0x002D8348,0x09412048,EliteSpawner,3,0x00131C94; 0x00131ECC; 0x00131F30,0x0926B994; 0x0926BBCC; 0x0926BC30,MobyLink spawnMoby; u32 pad[ 3 ];
LEVEL_10,10,Quadrona,0x002D8414,0x09412114,EliteWave,3,0x00132668; 0x00132850; 0x00132858,0x0926C368; 0x0926C550; 0x0926C558,MobyLink spawner[8]; MobyLink enemy[4]; u8 count[4]; MobyLink nextWave; f32 spawnRate; TriggerLink trigger;
LEVEL_10,10,Quadrona,0x002D8580,0x09412280,EnemyController,3,0x00132B88; 0x00132D94; 0x00132FD4,0x0926C888; 0x0926CA94; 0x0926CCD4,TriggerLink updateArea; TriggerLink updateArea2; TriggerLink destroyTrigger; f32 firstWaveDist; f32 secondWaveDist; Toggle envColl; u8 attackingMax; Toggle destroyControllerToo; u8 pad[ 9 ];
LEVEL_10,10,Quadrona,0x002D86EC,0x094123EC,EnemyWave,3,0x00135A74; 0x00135B2C; 0x00135E30,0x0926F774; 0x0926F82C; 0x0926FB30,MobyLink destroyedMoby; TriggerLink trigger; MobyLink previousWave; f32 timer; f32 delayRandMax; MobyLink enemyControllerToCheck; u8 mobyToCheckState; Toggle prevWaveDestroyed; u8 enemyInControllerCount; u8 pad[ 9 ];
LEVEL_10,10,Quadrona,0x002D88BC,0x094125BC,ExplosiveBee,3,0x001362F4; 0x0013639C; 0x00137244,0x0926FFF4; 0x0927009C; 0x09270F44,
LEVEL_10,10,Quadrona,0x002D89F8,0x094126F8,Flamethrower,3,0x0013833C; 0x001384B8; 0x001392C8,0x0927203C; 0x092721B8; 0x09272FC8,
LEVEL_10,10,Quadrona,0x002D8B80,0x09412880,GenericTieForm,3,0x0013B1C8; 0x0013B218; 0x0013B24C,0x09274EC8; 0x09274F18; 0x09274F4C,
LEVEL_10,10,Quadrona,0x002D8C0C,0x0941290C,GiantClankAmmo,3,0x0013B55C; 0x0013B5CC; 0x0013B740,0x0927525C; 0x092752CC; 0x09275440,TieLink bldg;
LEVEL_10,10,Quadrona,0x002D8F68,0x09412C68,GiantClankPlayer,4,0x0013E2CC; 0x0013E594; 0x0013E5C8; 0x0013E5D0,0x09277FCC; 0x09278294; 0x092782C8; 0x092782D0,u32 pad[ 4 ];
LEVEL_10,10,Quadrona,0x002D90D0,0x09412DD0,GiantClankRocket,3,0x0013EDDC; 0x0013EE0C; 0x0013EE44,0x09278ADC; 0x09278B0C; 0x09278B44,
LEVEL_10,10,Quadrona,0x002D9130,0x09412E30,GravityCrystal,3,0x0013F898; 0x0013FAB0; 0x00140428,0x09279598; 0x092797B0; 0x0927A128,
LEVEL_10,10,Quadrona,0x002D9364,0x09413064,GrindrailBomb,4,0x0014106C; 0x0014115C; 0x001411C0; 0x00140F64,0x0927AD6C; 0x0927AE5C; 0x0927AEC0; 0x0927AC64,
LEVEL_10,10,Quadrona,0x002D9634,0x09413334,GrindrailController,2,0x001427FC; 0x00142A6C,0x0927C4FC; 0x0927C76C,VEC4 dir; CurveLink path; f32 grindrailSp; CurveLink secPaths[20]; f32 camDefaultLookLead; f32 camDefaultDist; f32 camDefaultHeight; f32 camDefaultAzimuth; f32 camDefaultElevation; f32 bombDamageFrac; f32 gateDamageFrac;
LEVEL_10,10,Quadrona,0x002D9864,0x09413564,GrindrailGate,3,0x00142D6C; 0x00142E44; 0x0014303C,0x0927CA6C; 0x0927CB44; 0x0927CD3C,u32 pad[4];
LEVEL_10,10,Quadrona,0x002D9968,0x09413668,GrindrailLock,3,0x00143680; 0x00143A60; 0x00143B8C,0x0927D380; 0x0927D760; 0x0927D88C,TriggerLink promptArea; TriggerLink endArea; MobyLink matrixMoby; u32 lockID; MobyLink destroyMobys; u32 pad[ 3 ];
LEVEL_10,10,Quadrona,0x002D9A48,0x09413748,GrindrailSwitch,4,0x0014446C; 0x001445B4; 0x00144618; 0x00144254,0x0927E16C; 0x0927E2B4; 0x0927E318; 0x0927DF54,MobyLink gate; Toggle toggleOnOff; s32 gateMember; u32 pad[1];
LEVEL_10,10,Quadrona,0x002D9ACC,0x094137CC,Helipack,3,0x00144D88; 0x00144D90; 0x00144D98,0x0927EA88; 0x0927EA90; 0x0927EA98,
LEVEL_10,10,Quadrona,0x002D9BE0,0x094138E0,Hookshot,3,0x00144F98; 0x00145134; 0x00145168,0x0927EC98; 0x0927EE34; 0x0927EE68,CurveLink path; VEC3 pathPoint; f32 speed; f32 ropeLength; f32 range; u8 attached; u8 swing; u8 pathPointId; Toggle validIM; Toggle validDM; Toggle validCTF; u8 pad[14];
LEVEL_10,10,Quadrona,0x002D9CCC,0x094139CC,HutDoor,3,0x00145590; 0x0014595C; 0x00145B88,0x0927F290; 0x0927F65C; 0x0927F888,MobyLink mobysToCheck[ 10 ]; TriggerLink trigger; MobyLink enemyController; f32 radius; u32 pad[3];
LEVEL_10,10,Quadrona,0x002D9EB4,0x09413BB4,Hypershot,3,0x001463CC; 0x00146468; 0x001464F0,0x092800CC; 0x09280168; 0x092801F0,
LEVEL_10,10,Quadrona,0x002D9F44,0x09413C44,IntMachine,3,0x00146680; 0x001466C8; 0x001466F4,0x09280380; 0x092803C8; 0x092803F4,
LEVEL_10,10,Quadrona,0x002DB504,0x09415204,LaserTracer,3,0x0014A618; 0x0014A70C; 0x0014A894,0x09284318; 0x0928440C; 0x09284594,
LEVEL_10,10,Quadrona,0x002DB634,0x09415334,Level01OceanSound,3,0x001500A0; 0x001501D8; 0x0015021C,0x09289DA0; 0x09289ED8; 0x09289F1C,TriggerLink playTriggers[ 4 ]; TriggerLink noPlayTriggers[ 4 ];
LEVEL_10,10,Quadrona,0x002DB6D8,0x094153D8,Level10BossStarter,3,0x00150518; 0x001505A4; 0x001505AC,0x0928A218; 0x0928A2A4; 0x0928A2AC,TriggerLink startTrigger; MobyLink triggerMoby; u32 pad[ 2 ];
LEVEL_10,10,Quadrona,0x002DB838,0x09415538,Level10CollapsingPlatform,3,0x0015069C; 0x00150BBC; 0x00150C2C,0x0928A39C; 0x0928A8BC; 0x0928A92C,TieLink leg1; TieLink leg2; TriggerLink belowArea; TriggerLink dontCollapseArea; TriggerLink avoidArea1; TriggerLink avoidArea2; MobyLink triggerCollection; u32 pad;
LEVEL_10,10,Quadrona,0x002DB91C,0x0941561C,Level10CrateDoor,3,0x00151294; 0x001512E4; 0x001512EC,0x0928AF94; 0x0928AFE4; 0x0928AFEC,
LEVEL_10,10,Quadrona,0x002DB9E0,0x094156E0,Level10Cutscene,3,0x00151954; 0x00151A90; 0x00151A98,0x0928B654; 0x0928B790; 0x0928B798,MobyLink ratchetMatrix; TriggerLink showSceneArea; u32 pad[ 2 ];
LEVEL_10,10,Quadrona,0x002DBC04,0x09415904,Level10Door,3,0x00151DA0; 0x00151C1C; 0x00152420,0x0928BAA0; 0x0928B91C; 0x0928C120,MobyLink controller; TriggerLink activate; TriggerLink updateArea; CurveLink path; f32 moveTime; f32 progInc; const Level10Door_Data *pData; SND_Positional *pSound; Toggle bTrapDoor; u8 openOffGroups[8]; u8 outClosedOffGroups[8]; u8 inClosedOffGroups[8]; Toggle hasOpened; Toggle stayOpen; Toggle bInEncounter; MobyLink enemyWave; MobyLink level10UnlockMoby; TriggerLink encounterLock; MobyLink grindrailLock; u32 pad2[ 1 ];
LEVEL_10,10,Quadrona,0x002DBCA8,0x094159A8,Level10StartMoby,3,0x00153128; 0x0015314C; 0x00153154,0x0928CE28; 0x0928CE4C; 0x0928CE54,
LEVEL_10,10,Quadrona,0x002DBE58,0x09415B58,Level10StreetLight,3,0x00153210; 0x001534E8; 0x00153FB4,0x0928CF10; 0x0928D1E8; 0x0928DCB4,MobyLink otto; TriggerLink trigger; u32 pad[2];
LEVEL_10,10,Quadrona,0x002DBEE0,0x09415BE0,Level10TinyCar,3,0x00154A5C; 0x00154C5C; 0x00154CC0,0x0928E75C; 0x0928E95C; 0x0928E9C0,TriggerLink shipTrigger; u32 pad[ 3 ];
LEVEL_10,10,Quadrona,0x002DC0DC,0x09415DDC,LevelMusic,2,0x00154E14; 0x00154EF4,0x0928EB14; 0x0928EBF4,u32 songNumber; TriggerLink trigger; s32 continuePointMin; s32 continuePointMax; s32 levelNumber; u8 priority; u8 pad[ 7 ];
LEVEL_10,10,Quadrona,0x002DC1B8,0x09415EB8,Lvl10CC,3,0x0015555C; 0x0015570C; 0x00155714,0x0928F25C; 0x0928F40C; 0x0928F414,MobyLink crateTP[4]; float spawnTime; float healthChance; MobyLink trigAlso; Toggle initHealthCrate; u8 pad[3];
LEVEL_10,10,Quadrona,0x002DC2C4,0x09415FC4,Lvl10FloorTile,3,0x00155AB4; 0x00155CC4; 0x00155FF0,0x0928F7B4; 0x0928F9C4; 0x0928FCF0,MobyLink otto; TriggerLink trigger; u32 pad[2];
LEVEL_10,10,Quadrona,0x002DC354,0x09416054,MapDisable,3,0x001567B4; 0x001568D4; 0x001568DC,0x092904B4; 0x092905D4; 0x092905DC,MobyLink triggerCollection; u32 pad[ 3 ];
LEVEL_10,10,Quadrona,0x002DC3C8,0x094160C8,MapOMaticGadget,3,0x001569A0; 0x001569A8; 0x001569B0,0x092906A0; 0x092906A8; 0x092906B0,
LEVEL_10,10,Quadrona,0x002DC428,0x09416128,MatrixMoby,3,0x001569B8; 0x001569C0; 0x001569C8,0x092906B8; 0x092906C0; 0x092906C8,
LEVEL_10,10,Quadrona,0x002DC51C,0x0941621C,MobyIce,3,0x0015723C; 0x00157254; 0x00157BD8,0x09290F3C; 0x09290F54; 0x092918D8,
LEVEL_10,10,Quadrona,0x002DC588,0x09416288,ModVendor,3,0x0015848C; 0x0015862C; 0x00158690,0x0929218C; 0x0929232C; 0x09292390,
LEVEL_10,10,Quadrona,0x002DC87C,0x0941657C,Mootator,3,0x00158AFC; 0x00158D4C; 0x00159E9C,0x092927FC; 0x09292A4C; 0x09293B9C,
LEVEL_10,10,Quadrona,0x002DC978,0x09416678,MovieTeleport,3,0x0015A404; 0x0015A5BC; 0x0015A5C4,0x09294104; 0x092942BC; 0x092942C4,MobyLink switchPlayer; TriggerLink trigger; MobyLink trigAfter; MobyLink continuePt; int trigHack; Toggle onlyPlayOnce; Toggle bShipHack; u8 pad[10];
LEVEL_10,10,Quadrona,0x002DCA08,0x09416708,MutantCow,4,0x0015A864; 0x0015A9E8; 0x0015AF14; 0x0019E718,0x09294564; 0x092946E8; 0x09294C14; 0x092D8418,
LEVEL_10,10,Quadrona,0x002DCBD8,0x094168D8,MutantMadCow,4,0x0015BA74; 0x0015BBDC; 0x0015BFF8; 0x0019E718,0x09295774; 0x092958DC; 0x09295CF8; 0x092D8418,
LEVEL_10,10,Quadrona,0x002DCCA0,0x094169A0,NapalmBubble,3,0x0015CC68; 0x0015CC70; 0x0015CC78,0x09296968; 0x09296970; 0x09296978,
LEVEL_10,10,Quadrona,0x002DCFA8,0x09416CA8,Otto,4,0x0015E308; 0x0015D6FC; 0x0015D7B4; 0x0015D8C8,0x09298008; 0x092973FC; 0x092974B4; 0x092975C8,Navigate navigate; MobyLink endMovie; MobyLink intMachine;
LEVEL_10,10,Quadrona,0x002DD134,0x09416E34,OttoChase,4,0x0015FCF8; 0x00160164; 0x001601E4; 0x00160430,0x092999F8; 0x09299E64; 0x09299EE4; 0x0929A130,CurveLink chasePath; CurveLink pathCenter; TriggerLink endTrigger; MobyLink endMovie;
LEVEL_10,10,Quadrona,0x002DD444,0x09417144,OttoGiant,4,0x00161974; 0x00161DA8; 0x00161E0C; 0x001620E0,0x0929B674; 0x0929BAA8; 0x0929BB0C; 0x0929BDE0,Navigate navigate; MobyLink endMovie;
LEVEL_10,10,Quadrona,0x002DD538,0x09417238,OttoRocket,3,0x001644DC; 0x0016457C; 0x0016459C,0x0929E1DC; 0x0929E27C; 0x0929E29C,
LEVEL_10,10,Quadrona,0x002DD5A8,0x094172A8,OttoRocketPack,3,0x00165800; 0x00165820; 0x00165828,0x0929F500; 0x0929F520; 0x0929F528,
LEVEL_10,10,Quadrona,0x002DD608,0x09417308,PDA,3,0x0016594C; 0x00165954; 0x0016595C,0x0929F64C; 0x0929F654; 0x0929F65C,
LEVEL_10,10,Quadrona,0x002DD714,0x09417414,Polarizer,3,0x00165990; 0x00165B4C; 0x00166634,0x0929F690; 0x0929F84C; 0x092A0334,
LEVEL_10,10,Quadrona,0x002DD864,0x09417564,PowerupAmmo,3,0x001675A4; 0x00167670; 0x00167678,0x092A12A4; 0x092A1370; 0x092A1378,VEC4 velocity; f32 fallDistance; f32 fadeAmnt; u8 ammoType; u8 ammoAmnt; u32 priority; u8 gain; u8 needSync;
LEVEL_10,10,Quadrona,0x002DD9C0,0x094176C0,PowerupHealth,3,0x00168B18; 0x00168B68; 0x00168BA4,0x092A2818; 0x092A2868; 0x092A28A4,Particle *pTrail[8]; Particle *pGlowParticle; Particle *pGlowParticle2; Particle *pSphereParticle; Particle *pSphereParticle2; Moby *pParent; VEC4 velocity; f32 bobCount; f32 goToTimer; f32 deathTimer; f32 fallDistance;
LEVEL_10,10,Quadrona,0x002DDBA0,0x094178A0,PsychicBomb,3,0x0016A514; 0x0016A924; 0x0016A974,0x092A4214; 0x092A4624; 0x092A4674,
